variable,est,lo,hi,method,adj,miss_data,weight,seed,var,size
bmi,0.0767126742987886,-0.311652838773587,0.465078187371164,Imputed w/ PRS,Adjusted,MNAR,Unweighted,12,,100
bmi,0.0434026876533721,-0.157961017698459,0.244766393005203,Complete case,Adjusted,MNAR,Weighted,12,0.0099697243679913,100
bmi,0.093726903470964,-0.146753057508496,0.334206864450424,Imputed,Adjusted,MNAR,Weighted,12,0.0150543359520468,100
bmi,0.12924723852073,-0.136576186935368,0.395070663976828,Imputed w/ PRS,Adjusted,MNAR,Weighted,12,0.0183945987239414,100
bmi,0.205312494356286,0.199252211968029,0.211372776744543,Full,Unadjusted,,,13,,100
bmi,0.197368494670641,0.191568264875413,0.203168724465869,Full,Adjusted,,,13,,100
bmi,0.133306727828391,-0.0935421889991679,0.36015564465595,Complete case,Unadjusted,MCAR,Unweighted,13,,100
bmi,0.0920815672953553,-0.14108652201776,0.325249656608471,Imputed,Unadjusted,MCAR,Unweighted,13,,100
bmi,0.120553132400436,-0.0849647523926466,0.326071017193519,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,13,,100
bmi,0.364444008241843,0.0653761483076857,0.663511868175999,Complete case,Unadjusted,MCAR,Weighted,13,0.0224738486421019,100
bmi,0.269414687769788,-0.0466828611173899,0.585512236656966,Imputed,Unadjusted,MCAR,Weighted,13,0.0260103427047611,100
bmi,0.316491993826146,0.0646349664136552,0.568349021238636,Imputed w/ PRS,Unadjusted,MCAR,Weighted,13,0.0165124670646852,100
bmi,0.12077851755562,-0.104974561584555,0.346531596695795,Complete case,Adjusted,MCAR,Unweighted,13,,100
bmi,0.12286182574208,-0.0947622915963142,0.340485943080475,Imputed,Adjusted,MCAR,Unweighted,13,,100
bmi,0.132384264525096,-0.0827923876601439,0.347560916710336,Imputed w/ PRS,Adjusted,MCAR,Unweighted,13,,100
bmi,0.256425131817536,0.0291631583717133,0.483687105263358,Complete case,Adjusted,MCAR,Weighted,13,0.0129490359525254,100
bmi,0.202553845610935,-0.0442482825101426,0.449355973732013,Imputed,Adjusted,MCAR,Weighted,13,0.0158562913955919,100
bmi,0.232023085491816,0.0276952506053474,0.436350920378285,Imputed w/ PRS,Adjusted,MCAR,Weighted,13,0.0108682315906873,100
bmi,0.101176267011801,-0.0992604420077105,0.301612976031312,Complete case,Unadjusted,MAR,Unweighted,13,,100
bmi,0.146179307322443,-0.304405055486986,0.596763670131872,Imputed,Unadjusted,MAR,Unweighted,13,,100
bmi,0.139764997327854,-0.230038039501315,0.509568034157023,Imputed w/ PRS,Unadjusted,MAR,Unweighted,13,,100
bmi,0.262695683368685,0.00226968581564263,0.523121680921728,Complete case,Unadjusted,MAR,Weighted,13,0.0168584175109636,100
bmi,0.339676685863109,0.0345611314024456,0.644792240323772,Imputed,Unadjusted,MAR,Weighted,13,0.0242344135181999,100
bmi,0.326904575302237,0.00865561796689907,0.645153532637576,Imputed w/ PRS,Unadjusted,MAR,Weighted,13,0.0263656083723758,100
bmi,0.038873430429573,-0.174292094297263,0.252038955156409,Complete case,Adjusted,MAR,Unweighted,13,,100
bmi,0.147051598039353,-0.314330987510585,0.608434183589291,Imputed,Adjusted,MAR,Unweighted,13,,100
bmi,0.148131604313471,-0.284114348587992,0.580377557214934,Imputed w/ PRS,Adjusted,MAR,Unweighted,13,,100
bmi,0.178980833312612,-0.0291728702979231,0.387134536923148,Complete case,Adjusted,MAR,Weighted,13,0.0107290123217334,100
bmi,0.318692821188575,0.0319713420571781,0.605414300319972,Imputed,Adjusted,MAR,Weighted,13,0.0214005174681116,100
bmi,0.311137730580459,0.0218965474747108,0.600378913686207,Imputed w/ PRS,Adjusted,MAR,Weighted,13,0.0217783050422746,100
bmi,-0.0166148462151425,-0.233777016972365,0.20054732454208,Complete case,Unadjusted,MNAR,Unweighted,13,,100
bmi,-0.0808842514899774,-0.305496696681401,0.143728193701447,Imputed,Unadjusted,MNAR,Unweighted,13,,100
bmi,-0.0689501171157723,-0.33176522482642,0.193864990594875,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,13,,100
bmi,0.187760702303524,-0.119096835520027,0.494618240127075,Complete case,Unadjusted,MNAR,Weighted,13,0.0234454594337365,100
bmi,0.200549640165312,-0.121813487737944,0.522912768068568,Imputed,Unadjusted,MNAR,Weighted,13,0.0270516986077684,100
bmi,0.199690201717569,-0.132852902044036,0.532233305479173,Imputed w/ PRS,Unadjusted,MNAR,Weighted,13,0.0287872188720793,100
bmi,-0.0500286218323628,-0.281822241497944,0.181764997833219,Complete case,Adjusted,MNAR,Unweighted,13,,100
bmi,-0.0712631195100913,-0.330633156434253,0.18810691741407,Imputed,Adjusted,MNAR,Unweighted,13,,100
bmi,-0.0703270209999508,-0.358453512162264,0.217799470162362,Imputed w/ PRS,Adjusted,MNAR,Unweighted,13,,100
bmi,0.165354954112441,-0.0893357024631603,0.420045610688042,Complete case,Adjusted,MNAR,Weighted,13,0.016094543898783,100
bmi,0.192733573605713,-0.0765225368177354,0.46198968402916,Imputed,Adjusted,MNAR,Weighted,13,0.0188727398585686,100
bmi,0.176155362805479,-0.102323808257593,0.45463453386855,Imputed w/ PRS,Adjusted,MNAR,Weighted,13,0.0201878120619714,100
bmi,0.205710607939501,0.199642360816921,0.211778855062082,Full,Unadjusted,,,14,,100
bmi,0.195560735531011,0.189742724943356,0.201378746118666,Full,Adjusted,,,14,,100
bmi,0.0617045388691988,-0.122075400887617,0.245484478626015,Complete case,Unadjusted,MCAR,Unweighted,14,,100
bmi,0.0838948241090873,-0.130310133217976,0.298099781436151,Imputed,Unadjusted,MCAR,Unweighted,14,,100
bmi,0.0386000438180006,-0.125334961358573,0.202535048994574,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,14,,100
bmi,0.0841381984801015,-0.0890642994358317,0.257340696396035,Complete case,Unadjusted,MCAR,Weighted,14,0.00754903948131226,100
bmi,0.107779225006944,-0.097016190508544,0.312574640522432,Imputed,Unadjusted,MCAR,Weighted,14,0.0109180298875579,100
bmi,0.030275979911363,-0.147718787345589,0.208270747168315,Imputed w/ PRS,Unadjusted,MCAR,Weighted,14,0.00824742334869853,100
bmi,0.0839777075385864,-0.101871787286453,0.269827202363626,Complete case,Adjusted,MCAR,Unweighted,14,,100
bmi,0.105847441655555,-0.0908646473828277,0.302559530693938,Imputed,Adjusted,MCAR,Unweighted,14,,100
bmi,0.0805576533440162,-0.0800930995592778,0.24120840624731,Imputed w/ PRS,Adjusted,MCAR,Unweighted,14,,100
bmi,0.113551027952553,-0.0519138561029688,0.279015912008075,Complete case,Adjusted,MCAR,Weighted,14,0.00687577628678242,100
bmi,0.124847427373863,-0.0410075648379588,0.290702419585684,Imputed,Adjusted,MCAR,Weighted,14,0.00716078961809953,100
bmi,0.0860379383105899,-0.0588939798345062,0.230969856455686,Imputed w/ PRS,Adjusted,MCAR,Weighted,14,0.00546804270920737,100
bmi,0.0340959535746917,-0.153284959320728,0.221476866470111,Complete case,Unadjusted,MAR,Unweighted,14,,100
bmi,0.0195733923909018,-0.258476614004531,0.297623398786335,Imputed,Unadjusted,MAR,Unweighted,14,,100
bmi,0.0849525429673894,-0.206913062837754,0.376818148772533,Imputed w/ PRS,Unadjusted,MAR,Unweighted,14,,100
bmi,0.0436322575889939,-0.165409719676858,0.252674234854846,Complete case,Unadjusted,MAR,Weighted,14,0.0108715270454623,100
bmi,0.113333643915756,-0.128738117770446,0.355405405601958,Imputed,Unadjusted,MAR,Weighted,14,0.015254292845777,100
bmi,0.170445938160969,-0.0559370622491933,0.396828938571131,Imputed w/ PRS,Unadjusted,MAR,Weighted,14,0.0133410939090705,100
bmi,0.0896631670385417,-0.104277193865888,0.283603527942972,Complete case,Adjusted,MAR,Unweighted,14,,100
bmi,0.123226596833698,-0.148580678496536,0.395033872163932,Imputed,Adjusted,MAR,Unweighted,14,,100
bmi,0.188229669751821,-0.103531638854392,0.479990978358035,Imputed w/ PRS,Adjusted,MAR,Unweighted,14,,100
bmi,0.0758931813268146,-0.109560603692305,0.261346966345934,Complete case,Adjusted,MAR,Weighted,14,0.00852515272189472,100
bmi,0.169024291568559,-0.0250307072471377,0.363079290384256,Imputed,Adjusted,MAR,Weighted,14,0.00980287550200935,100
bmi,0.206495581438072,0.0199548644741766,0.393036298401967,Imputed w/ PRS,Adjusted,MAR,Weighted,14,0.00905839180103884,100
bmi,-0.0393203834023441,-0.251124562329437,0.172483795524749,Complete case,Unadjusted,MNAR,Unweighted,14,,100
bmi,-0.151960121171613,-0.371193281199368,0.0672730388561421,Imputed,Unadjusted,MNAR,Unweighted,14,,100
bmi,-0.117126907194466,-0.360489734036934,0.126235919648002,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,14,,100
bmi,0.0321640164062453,-0.185523178582851,0.249851211395341,Complete case,Unadjusted,MNAR,Weighted,14,0.0118086292638127,100
bmi,0.00807130190326274,-0.244851487781365,0.260994091587891,Imputed,Unadjusted,MNAR,Weighted,14,0.0166525115920143,100
bmi,0.0357512702398654,-0.219259425223993,0.290761965703724,Imputed w/ PRS,Unadjusted,MNAR,Weighted,14,0.0169285830816769,100
bmi,-0.0238840252298008,-0.244118458665713,0.196350408206112,Complete case,Adjusted,MNAR,Unweighted,14,,100
bmi,-0.073163992240446,-0.32870704136635,0.182379056885458,Imputed,Adjusted,MNAR,Unweighted,14,,100
bmi,-0.0402579420915125,-0.299329814538938,0.218813930355913,Imputed w/ PRS,Adjusted,MNAR,Unweighted,14,,100
bmi,0.033201289390378,-0.164033833966365,0.230436412747121,Complete case,Adjusted,MNAR,Weighted,14,0.00966110130740953,100
bmi,0.0404768132424031,-0.164730220140527,0.245683846625333,Imputed,Adjusted,MNAR,Weighted,14,0.0109619622428268,100
bmi,0.0609178467420792,-0.145110321037659,0.266946014521817,Imputed w/ PRS,Adjusted,MNAR,Weighted,14,0.011049866183651,100
bmi,0.203347532929695,0.19729685824403,0.209398207615361,Full,Unadjusted,,,15,,100
bmi,0.193534214318932,0.187726805346305,0.199341623291559,Full,Adjusted,,,15,,100
bmi,0.177605542938967,-0.067580795105166,0.4227918809831,Complete case,Unadjusted,MCAR,Unweighted,15,,100
bmi,0.168552581214598,-0.0742972451279012,0.411402407557097,Imputed,Unadjusted,MCAR,Unweighted,15,,100
bmi,0.173561797526414,-0.056755930574426,0.403879525627254,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,15,,100
bmi,0.181352984447812,-0.0602345695654384,0.422940538461063,Complete case,Unadjusted,MCAR,Weighted,15,0.014693855637173,100
bmi,0.102980732926761,-0.217567109675422,0.423528575528944,Imputed,Unadjusted,MCAR,Weighted,15,0.0267478903700307,100
bmi,0.0723414380273336,-0.284746465546772,0.429429341601439,Imputed w/ PRS,Unadjusted,MCAR,Weighted,15,0.0331935800514216,100
bmi,0.148991876171218,-0.107221140377875,0.405204892720311,Complete case,Adjusted,MCAR,Unweighted,15,,100
bmi,0.172338132374543,-0.0890449753005357,0.433721240049621,Imputed,Adjusted,MCAR,Unweighted,15,,100
bmi,0.186768774179447,-0.0555648186338074,0.429102366992701,Imputed w/ PRS,Adjusted,MCAR,Unweighted,15,,100
bmi,0.225370052282626,0.0323057182658868,0.418434386299365,Complete case,Adjusted,MCAR,Weighted,15,0.00936573937114962,100
bmi,0.193326073868866,-0.0709034079318461,0.457555555669578,Imputed,Adjusted,MCAR,Weighted,15,0.0181746628849863,100
bmi,0.156390376787681,-0.0871240281881668,0.39990478176353,Imputed w/ PRS,Adjusted,MCAR,Weighted,15,0.015436652636049,100
bmi,0.252949962070695,-0.0663974014320591,0.57229732557345,Complete case,Unadjusted,MAR,Unweighted,15,,100
bmi,0.211394280732749,-0.0869193257704835,0.509707887235982,Imputed,Unadjusted,MAR,Unweighted,15,,100
bmi,0.263261451501124,-0.00309283741440414,0.529615740416652,Imputed w/ PRS,Unadjusted,MAR,Unweighted,15,,100
bmi,0.265074942024679,0.000973069752579214,0.529176814296778,Complete case,Unadjusted,MAR,Weighted,15,0.017322121645664,100
bmi,0.384981697535089,0.1279373397761,0.642026055294077,Imputed,Unadjusted,MAR,Weighted,15,0.0171996642264649,100
bmi,0.390749556131572,0.150623041491245,0.630876070771899,Imputed w/ PRS,Unadjusted,MAR,Weighted,15,0.015010116136789,100
bmi,0.259469659201309,-0.0664846301802824,0.5854239485829,Complete case,Adjusted,MAR,Unweighted,15,,100
bmi,0.208798012388936,-0.0888502966679657,0.506446321445838,Imputed,Adjusted,MAR,Unweighted,15,,100
bmi,0.260980249493261,-0.0124539338009824,0.534414432787505,Imputed w/ PRS,Adjusted,MAR,Unweighted,15,,100
bmi,0.256116704375515,0.0233708785866639,0.488862530164366,Complete case,Adjusted,MAR,Weighted,15,0.0133997726490854,100
bmi,0.311532890254341,0.120232293070635,0.502833487438046,Imputed,Adjusted,MAR,Weighted,15,0.00952656795009709,100
bmi,0.327463808209915,0.147750785617044,0.507176830802786,Imputed w/ PRS,Adjusted,MAR,Weighted,15,0.00840742332456658,100
bmi,0.07619977771929,-0.187461007181523,0.339860562620103,Complete case,Unadjusted,MNAR,Unweighted,15,,100
bmi,-0.0168243101999883,-0.450634548626224,0.416985928226247,Imputed,Unadjusted,MNAR,Unweighted,15,,100
bmi,0.0814024701967174,-0.355075342694844,0.517880283088279,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,15,,100
bmi,0.181346370503701,-0.0875289560107899,0.450221697018192,Complete case,Unadjusted,MNAR,Weighted,15,0.0180006031396047,100
bmi,0.233055415439751,-0.0824282726112523,0.548539103490754,Imputed,Unadjusted,MNAR,Weighted,15,0.0259094167273354,100
bmi,0.260989335686946,-0.0631871842463141,0.585165855620205,Imputed w/ PRS,Unadjusted,MNAR,Weighted,15,0.0273569029322694,100
bmi,0.0403604042027015,-0.228657246550835,0.309378054956238,Complete case,Adjusted,MNAR,Unweighted,15,,100
bmi,-0.0151031265760713,-0.404893382992411,0.374687129840268,Imputed,Adjusted,MNAR,Unweighted,15,,100
bmi,0.0873165636527649,-0.372086399080034,0.546719526385564,Imputed w/ PRS,Adjusted,MNAR,Unweighted,15,,100
bmi,0.150351600334698,-0.0438163550674071,0.344519555736803,Complete case,Adjusted,MNAR,Weighted,15,0.00935422394169326,100
bmi,0.159713892422366,-0.0710124413868026,0.390440226231535,Imputed,Adjusted,MNAR,Weighted,15,0.0138579231479048,100
bmi,0.221401455270855,-0.0124614727362181,0.455264383277928,Imputed w/ PRS,Adjusted,MNAR,Weighted,15,0.0142372654891974,100
bmi,0.205096804870536,0.199036643049259,0.211156966691813,Full,Unadjusted,,,16,,100
bmi,0.195617472147372,0.189791365167141,0.201443579127604,Full,Adjusted,,,16,,100
bmi,-0.0848148914876853,-0.276225414354288,0.106595631378918,Complete case,Unadjusted,MCAR,Unweighted,16,,100
bmi,-0.0775825257758617,-0.311979645697827,0.156814594146104,Imputed,Unadjusted,MCAR,Unweighted,16,,100
bmi,-0.0588593853017871,-0.326636576899488,0.208917806295914,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,16,,100
bmi,0.123026042702727,-0.132785720072323,0.378837805477777,Complete case,Unadjusted,MCAR,Weighted,16,0.0164898919776209,100
bmi,0.0382818468356336,-0.266197087001369,0.342760780672637,Imputed,Unadjusted,MCAR,Weighted,16,0.0241333892871892,100
bmi,0.0977632821795198,-0.238034403656645,0.433560968015684,Imputed w/ PRS,Unadjusted,MCAR,Weighted,16,0.0293534542672902,100
bmi,-0.0676599583454118,-0.258328180224096,0.123008263533272,Complete case,Adjusted,MCAR,Unweighted,16,,100
bmi,-0.0689776631734002,-0.256947114727079,0.118991788380278,Imputed,Adjusted,MCAR,Unweighted,16,,100
bmi,-0.0504105708199584,-0.299825338960899,0.199004197320983,Imputed w/ PRS,Adjusted,MCAR,Unweighted,16,,100
bmi,0.101457338633246,-0.146459244306263,0.349373921572756,Complete case,Adjusted,MCAR,Weighted,16,0.0154591466174139,100
bmi,0.0190016977033566,-0.231190205232245,0.269193600638958,Imputed,Adjusted,MCAR,Weighted,16,0.0162948481856242,100
bmi,0.0733258904915213,-0.243483096409767,0.390134877392809,Imputed w/ PRS,Adjusted,MCAR,Weighted,16,0.0261275569689134,100
bmi,-0.0161606413941135,-0.241133134281869,0.208811851493642,Complete case,Unadjusted,MAR,Unweighted,16,,100
bmi,-0.102274967495913,-0.316362198924744,0.111812263932918,Imputed,Unadjusted,MAR,Unweighted,16,,100
bmi,0.00063251250963551,-0.216156166962124,0.217421191981395,Imputed w/ PRS,Unadjusted,MAR,Unweighted,16,,100
bmi,0.0749816403327482,-0.178665159493182,0.328628440158678,Complete case,Unadjusted,MAR,Weighted,16,0.0160059817026089,100
bmi,0.0602662397877433,-0.19323603008848,0.313768509663966,Imputed,Unadjusted,MAR,Weighted,16,0.0167289053018627,100
bmi,0.131733684540328,-0.123274257518479,0.386741626599135,Imputed w/ PRS,Unadjusted,MAR,Weighted,16,0.0169282175205818,100
bmi,-0.0300099050254337,-0.253090837174647,0.19307102712378,Complete case,Adjusted,MAR,Unweighted,16,,100
bmi,-0.0766976688605204,-0.281701981377306,0.128306643656266,Imputed,Adjusted,MAR,Unweighted,16,,100
bmi,-0.00708900983766356,-0.191450862356198,0.177272842680871,Imputed w/ PRS,Adjusted,MAR,Unweighted,16,,100
bmi,0.0338934503348974,-0.244410749572687,0.312197650242482,Complete case,Adjusted,MAR,Weighted,16,0.0191986320622813,100
bmi,0.042656407265036,-0.183077330472253,0.268390145002325,Imputed,Adjusted,MAR,Weighted,16,0.0132646795739021,100
bmi,0.0966609085131896,-0.153645680706209,0.346967497732589,Imputed w/ PRS,Adjusted,MAR,Weighted,16,0.0163097905069637,100
bmi,-0.212310585383648,-0.45173146837866,0.027110297611363,Complete case,Unadjusted,MNAR,Unweighted,16,,100
bmi,-0.277249257858115,-0.462983049348273,-0.0915154663679567,Imputed,Unadjusted,MNAR,Unweighted,16,,100
bmi,-0.236352787360188,-0.481644574414159,0.00893899969378295,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,16,,100
bmi,-0.101681831717082,-0.436251223523507,0.232887560089343,Complete case,Unadjusted,MNAR,Weighted,16,0.0277461786696653,100
bmi,-0.204040092861091,-0.523909680859246,0.115829495137064,Imputed,Unadjusted,MNAR,Weighted,16,0.0266348171624085,100
bmi,-0.152920685585678,-0.501668831804879,0.195827460633523,Imputed w/ PRS,Unadjusted,MNAR,Weighted,16,0.0316612191275169,100
bmi,-0.306164867773467,-0.563760667436912,-0.0485690681100224,Complete case,Adjusted,MNAR,Unweighted,16,,100
bmi,-0.291841901548984,-0.505819235346037,-0.077864567751932,Imputed,Adjusted,MNAR,Unweighted,16,,100
bmi,-0.242929180871656,-0.485272709912535,-0.000585651830777828,Imputed w/ PRS,Adjusted,MNAR,Unweighted,16,,100
bmi,-0.162302946756983,-0.508721735361425,0.184115841847459,Complete case,Adjusted,MNAR,Weighted,16,0.0296183169826639,100
bmi,-0.175176966776131,-0.463199035776586,0.112845102224324,Imputed,Adjusted,MNAR,Weighted,16,0.0215951064695555,100
bmi,-0.134446550912686,-0.441857912998253,0.172964811172881,Imputed w/ PRS,Adjusted,MNAR,Weighted,16,0.0246004838136538,100
bmi,0.204354978838981,0.198306754587591,0.21040320309037,Full,Unadjusted,,,17,,100
bmi,0.194956122745974,0.189145980468605,0.200766265023343,Full,Adjusted,,,17,,100
bmi,0.223107863240646,0.00306327532916766,0.443152451152125,Complete case,Unadjusted,MCAR,Unweighted,17,,100
bmi,0.206169382517792,-0.0167813231409076,0.429120088176491,Imputed,Unadjusted,MCAR,Unweighted,17,,100
bmi,0.190088797286498,-0.0190028579221788,0.399180452495175,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,17,,100
bmi,0.243738322793801,0.0449295219378285,0.442547123649773,Complete case,Unadjusted,MCAR,Weighted,17,0.00993137034523962,100
bmi,0.223665987715448,0.0118711859445659,0.435460789486331,Imputed,Unadjusted,MCAR,Weighted,17,0.0116770841888296,100
bmi,0.220812159447024,0.0233767599466199,0.418247558947428,Imputed w/ PRS,Unadjusted,MCAR,Weighted,17,0.0101473785859406,100
bmi,0.206491346130254,-0.0273138360839224,0.44029652834443,Complete case,Adjusted,MCAR,Unweighted,17,,100
bmi,0.177610459519716,-0.0444987326732001,0.399719651712633,Imputed,Adjusted,MCAR,Unweighted,17,,100
bmi,0.155320856620764,-0.0590913219764028,0.369733035217932,Imputed w/ PRS,Adjusted,MCAR,Unweighted,17,,100
bmi,0.235191992751038,0.0139652241793443,0.456418761322732,Complete case,Adjusted,MCAR,Weighted,17,0.0122704147056388,100
bmi,0.188274995855202,-0.0435317781405063,0.42008176985091,Imputed,Adjusted,MCAR,Weighted,17,0.0139880141837855,100
bmi,0.181230719678741,-0.0190068142879729,0.381468253645454,Imputed w/ PRS,Adjusted,MCAR,Weighted,17,0.0104374592779901,100
bmi,0.16533407454597,-0.0582159797268576,0.388884128818797,Complete case,Unadjusted,MAR,Unweighted,17,,100
bmi,0.128017907211844,-0.121237314403918,0.377273128827606,Imputed,Unadjusted,MAR,Unweighted,17,,100
bmi,0.188983865053761,-0.0510470684277964,0.429014798535318,Imputed w/ PRS,Unadjusted,MAR,Unweighted,17,,100
bmi,0.139620273725566,-0.060474106196898,0.33971465364803,Complete case,Unadjusted,MAR,Weighted,17,0.00997708110887101,100
bmi,0.168577738856271,-0.0272192584253607,0.364374736137903,Imputed,Unadjusted,MAR,Weighted,17,0.00997966291815573,100
bmi,0.217728564173999,0.0271228019777582,0.40833432637024,Imputed w/ PRS,Unadjusted,MAR,Weighted,17,0.00945748953150181,100
bmi,0.0411400285021986,-0.177791345774149,0.260071402778546,Complete case,Adjusted,MAR,Unweighted,17,,100
bmi,0.0493543041046231,-0.23463405972915,0.333342667938396,Imputed,Adjusted,MAR,Unweighted,17,,100
bmi,0.123372394832367,-0.14699689085685,0.393741680521584,Imputed w/ PRS,Adjusted,MAR,Unweighted,17,,100
bmi,-0.00964250951680612,-0.245948010324534,0.226662991290922,Complete case,Adjusted,MAR,Weighted,17,0.0138677430738573,100
bmi,0.0962825936073871,-0.132971219211166,0.325536406425941,Imputed,Adjusted,MAR,Weighted,17,0.0136816020020091,100
bmi,0.154565198222959,-0.0615433919974313,0.370673788443348,Imputed w/ PRS,Adjusted,MAR,Weighted,17,0.0121576007831851,100
bmi,0.138383119604606,-0.157243495227076,0.434009734436288,Complete case,Unadjusted,MNAR,Unweighted,17,,100
bmi,0.191191880849174,-0.148286453761723,0.530670215460072,Imputed,Unadjusted,MNAR,Unweighted,17,,100
bmi,0.234072526179057,-0.154173780978212,0.622318833336326,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,17,,100
bmi,0.106277666801192,-0.16526117943173,0.377816513034113,Complete case,Unadjusted,MNAR,Weighted,17,0.0182580921920563,100
bmi,0.213140473612277,-0.0793104890852112,0.505591436309766,Imputed,Unadjusted,MNAR,Weighted,17,0.0222643452851679,100
bmi,0.245085902669941,-0.0611979589189529,0.551369764258835,Imputed w/ PRS,Unadjusted,MNAR,Weighted,17,0.024420359100154,100
bmi,0.0163714432364305,-0.295933943163799,0.32867682963666,Complete case,Adjusted,MNAR,Unweighted,17,,100
bmi,0.10302581903542,-0.268823681067564,0.474875319138403,Imputed,Adjusted,MNAR,Unweighted,17,,100
bmi,0.146606830170049,-0.320679333427338,0.613892993767437,Imputed w/ PRS,Adjusted,MNAR,Unweighted,17,,100
bmi,-0.0262913957599594,-0.336636994496412,0.284054202976493,Complete case,Adjusted,MNAR,Weighted,17,0.0237425663847956,100
bmi,0.11414310142817,-0.202541117045747,0.430827319902087,Imputed,Adjusted,MNAR,Weighted,17,0.0261069814650034,100
bmi,0.150171432032627,-0.208992384799792,0.509335248865045,Imputed w/ PRS,Adjusted,MNAR,Weighted,17,0.033580640413665,100
bmi,0.201217705641675,0.195157949421969,0.20727746186138,Full,Unadjusted,,,18,,100
bmi,0.192133511596338,0.186321822769501,0.197945200423175,Full,Adjusted,,,18,,100
bmi,-0.156447119992963,-0.374156250354653,0.0612620103687268,Complete case,Unadjusted,MCAR,Unweighted,18,,100
bmi,-0.0952906517060293,-0.358265935243687,0.167684631831629,Imputed,Unadjusted,MCAR,Unweighted,18,,100
bmi,-0.125290044250527,-0.36329097159711,0.112710883096057,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,18,,100
bmi,-0.246110795635312,-0.450590931344166,-0.0416306599264586,Complete case,Unadjusted,MCAR,Weighted,18,0.0104948815221003,100
bmi,-0.153476065556327,-0.387566629083774,0.0806144979711209,Imputed,Unadjusted,MCAR,Weighted,18,0.0142649952766372,100
bmi,-0.151500920929145,-0.372472285847785,0.069470443989496,Imputed w/ PRS,Unadjusted,MCAR,Weighted,18,0.0127108857319949,100
bmi,-0.133277298308362,-0.360539249954246,0.0939846533375216,Complete case,Adjusted,MCAR,Unweighted,18,,100
bmi,-0.069809165736784,-0.333177607242668,0.193559275769099,Imputed,Adjusted,MCAR,Unweighted,18,,100
bmi,-0.0985533894908637,-0.343751657307176,0.146644878325448,Imputed w/ PRS,Adjusted,MCAR,Unweighted,18,,100
bmi,-0.208030882778276,-0.425748279685056,0.00968651412850457,Complete case,Adjusted,MCAR,Weighted,18,0.0118699056608592,100
bmi,-0.121952599492233,-0.359235115308359,0.115329916323894,Imputed,Adjusted,MCAR,Weighted,18,0.0146566694946002,100
bmi,-0.113110641239905,-0.349005551954495,0.122784269474684,Imputed w/ PRS,Adjusted,MCAR,Weighted,18,0.014485749164165,100
bmi,-0.084400146748171,-0.290853380125523,0.122053086629181,Complete case,Unadjusted,MAR,Unweighted,18,,100
bmi,-0.12025532307052,-0.327909933049675,0.0873992869086354,Imputed,Unadjusted,MAR,Unweighted,18,,100
bmi,-0.14192546625204,-0.406402683783497,0.122551751279416,Imputed w/ PRS,Unadjusted,MAR,Unweighted,18,,100
bmi,-0.0792466974618198,-0.271128976984964,0.112635582061325,Complete case,Unadjusted,MAR,Weighted,18,0.0092256357928237,100
bmi,-0.091752285141888,-0.298336868603375,0.114832298319599,Imputed,Unadjusted,MAR,Weighted,18,0.0111096310323703,100
bmi,-0.0982494224003615,-0.312093325978809,0.115594481178086,Imputed w/ PRS,Unadjusted,MAR,Weighted,18,0.011904127372477,100
bmi,-0.123219520891431,-0.33095927364132,0.0845202318584577,Complete case,Adjusted,MAR,Unweighted,18,,100
bmi,-0.126713398187646,-0.340949866859171,0.0875230704838792,Imputed,Adjusted,MAR,Unweighted,18,,100
bmi,-0.152458849732392,-0.445378667687071,0.140460968222287,Imputed w/ PRS,Adjusted,MAR,Unweighted,18,,100
bmi,-0.113757127283342,-0.306209461562026,0.0786952069953418,Complete case,Adjusted,MAR,Weighted,18,0.00925671818261101,100
bmi,-0.0774115108887488,-0.290156207009745,0.135333185232247,Imputed,Adjusted,MAR,Weighted,18,0.0117820619301697,100
bmi,-0.0845920646790781,-0.311455742672705,0.142271613314549,Imputed w/ PRS,Adjusted,MAR,Weighted,18,0.0133978081752537,100
bmi,-0.169665195851346,-0.352356259118901,0.0130258674162092,Complete case,Unadjusted,MNAR,Unweighted,18,,100
bmi,-0.254135429993929,-0.472918683411862,-0.0353521765759962,Imputed,Unadjusted,MNAR,Unweighted,18,,100
bmi,-0.240903340761829,-0.499428729818347,0.0176220482946899,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,18,,100
bmi,-0.18068933124588,-0.390497116868287,0.0291184543765271,Complete case,Unadjusted,MNAR,Weighted,18,0.0110161537402649,100
bmi,-0.230275699372332,-0.466610488985266,0.00605909024060217,Imputed,Unadjusted,MNAR,Weighted,18,0.0145398233818103,100
bmi,-0.205664397743462,-0.449998233489704,0.03866943800278,Imputed w/ PRS,Unadjusted,MNAR,Weighted,18,0.0155407167112843,100
